actual_sex	Rx	Ry
female	0.8137	0
female	0.8137	0
female	0.8137	0
female	0.8137	0
female	0.8137	0
female	0.8137	0
female	0.8138	0
female	0.8138	0
female	0.8138	0
female	0.8139	0
female	0.8139	0
female	0.8139	0
female	0.814	0
female	0.814	0
female	0.814	0
female	0.8141	0
female	0.8141	0
female	0.8141	0
female	0.8141	0
female	0.8142	0
female	0.8142	0
female	0.8142	0
female	0.8145	0
female	0.8145	0
female	0.8145	0
female	0.8146	0
female	0.8146	0
female	0.8146	0
female	0.8148	0
female	0.8148	0
female	0.8148	0
female	0.8149	0
female	0.8149	0
female	0.8149	0
female	0.8149	0
female	0.8149	0
female	0.8149	0
female	0.8151	0
female	0.8151	0
female	0.8151	0
female	0.8151	0
female	0.8151	0
female	0.8151	0
female	0.8153	0
female	0.8153	0
female	0.8153	0
female	0.8154	0
female	0.8154	0
female	0.8154	0
female	0.8156	0.1333
female	0.8156	0
female	0.8156	0
female	0.8156	0
female	0.8156	0
female	0.8156	0
female	0.8156	0
female	0.8157	0
female	0.8157	0
female	0.8157	0
female	0.8157	0
female	0.8159	0
female	0.8159	0
female	0.8159	0
female	0.8159	0
female	0.8159	0
female	0.8159	0
female	0.8162	0
female	0.8162	0
female	0.8162	0
female	0.8162	0
female	0.8162	0
female	0.8162	0
female	0.8165	0
female	0.8165	0
female	0.8165	0
female	0.8168	0
female	0.8168	0
female	0.8168	0
female	0.8168	0
female	0.8168	0
female	0.8169	0
female	0.8171	0
female	0.8171	0
female	0.8171	0
female	0.8171	0
female	0.8171	0
female	0.8171	0
female	0.8171	0
female	0.8171	0
female	0.8173	0
female	0.8173	0
female	0.8173	0
female	0.8175	0
female	0.8175	0
female	0.8175	0
female	0.8176	0
female	0.8176	0
female	0.8176	0
female	0.8177	0
female	0.8177	0
female	0.8177	0
female	0.8178	0
female	0.8178	0
female	0.8179	0
female	0.818	0
female	0.818	0
female	0.818	0
female	0.818	0
female	0.818	0
female	0.818	0
female	0.818	0
female	0.8181	0
female	0.8181	0
female	0.8181	0
female	0.8182	0
female	0.8182	0
female	0.8182	0
female	0.8184	0
female	0.8184	0
female	0.8184	0
female	0.8186	0
female	0.8186	0
female	0.8186	0
female	0.8186	0
female	0.8186	0
female	0.8186	0
female	0.8186	0
female	0.8186	0
female	0.8186	0
female	0.8187	0
female	0.8188	0
female	0.8188	0
female	0.8188	0
female	0.819	0
female	0.819	0
female	0.819	0
female	0.819	0
female	0.819	0
female	0.819	0
female	0.8192	0
female	0.8192	0
female	0.8192	0
female	0.8193	0
female	0.8193	0
female	0.8194	0
female	0.8194	0
female	0.8194	0
female	0.8195	0
female	0.8196	0
female	0.8196	0
female	0.8196	0
female	0.8196	0
female	0.8196	0
female	0.8196	0
female	0.8197	0
female	0.8197	0
female	0.8197	0
female	0.8199	0
female	0.8199	0
female	0.8199	0
female	0.8199	0
female	0.82	0
female	0.82	0
female	0.82	0
female	0.8201	0
female	0.8201	0
female	0.8201	0
female	0.8203	0
female	0.8203	0
female	0.8203	0
female	0.8205	0
female	0.8205	0
female	0.8205	0
female	0.8205	0
female	0.8205	0
female	0.8205	0
female	0.8205	0
female	0.8205	0
female	0.8206	0
female	0.8206	0
female	0.8206	0
female	0.8206	0
female	0.8206	0
female	0.8206	0
female	0.8207	0
female	0.8207	0
female	0.8207	0
female	0.8207	0
female	0.8207	0
female	0.8207	0
female	0.8208	0
female	0.8208	0
female	0.8208	0
female	0.8211	0
female	0.8211	0
female	0.8211	0
female	0.8212	0
female	0.8212	0
female	0.8212	0
female	0.8212	0
female	0.8212	0
female	0.8212	0
female	0.8212	0
female	0.8214	0
female	0.8214	0
female	0.8214	0
female	0.8216	0
female	0.8216	0
female	0.8216	0
female	0.8218	0
female	0.8218	0
female	0.8218	0
female	0.8218	0
female	0.8218	0
female	0.8218	0
female	0.8218	0
female	0.822	0
female	0.822	0
female	0.822	0
female	0.822	0
female	0.822	0
female	0.822	0
female	0.8221	0
female	0.8221	0
female	0.8221	0
female	0.8223	0
female	0.8223	0
female	0.8223	0
female	0.8225	0
female	0.8225	0
female	0.8225	0
female	0.8225	0
female	0.8225	0
female	0.8225	0
female	0.8225	0
female	0.8225	0
female	0.8225	0
female	0.8226	0
female	0.8226	0
female	0.8226	0
female	0.8226	0
female	0.8226	0
female	0.8226	0
female	0.8226	0
female	0.8226	0
female	0.8226	0
female	0.8227	0
female	0.8227	0
female	0.8227	0
female	0.8228	0
female	0.8228	0
female	0.8228	0
female	0.8231	0
female	0.8231	0
female	0.8231	0
female	0.8233	0
female	0.8233	0
female	0.8233	0
female	0.8238	0
female	0.8238	0
female	0.8238	0
female	0.8241	0
female	0.8241	0
female	0.8241	0
female	0.8243	0
female	0.8243	0
female	0.8243	0
female	0.8244	0
female	0.8244	0
female	0.8244	0
female	0.8244	0
female	0.8244	0
female	0.8244	0
female	0.8244	0
female	0.8244	0
female	0.8244	0
female	0.8248	0
female	0.8248	0
female	0.8248	0
female	0.8252	0
female	0.8252	0
female	0.8252	0
female	0.8252	0
female	0.8252	0
female	0.8252	0
female	0.8253	0
female	0.8253	0
female	0.8253	0
female	0.8253	0
female	0.8253	0
female	0.8253	0
female	0.8253	0
female	0.8253	0
female	0.8254	0
female	0.8254	0
female	0.8254	0
female	0.8256	0
female	0.8256	0
female	0.8256	0
female	0.8257	0
female	0.8257	0
female	0.8257	0
female	0.8257	0
female	0.8258	0
female	0.8258	0
female	0.8258	0
female	0.8261	0
female	0.8261	0
female	0.8261	0
female	0.8262	0
female	0.8262	0
female	0.8262	0
female	0.8262	0
female	0.8262	0
female	0.8262	0
female	0.8262	0
female	0.8263	0
female	0.8263	0
female	0.8263	0
female	0.8263	0
female	0.8263	0
female	0.8263	0
female	0.8264	0
female	0.8264	0
female	0.8264	0
female	0.8268	0
female	0.8268	0
female	0.8268	0
female	0.8268	0
female	0.8268	0
female	0.8268	0
female	0.8269	0
female	0.8269	0
female	0.8269	0
female	0.8272	0
female	0.8272	0
female	0.8272	0
female	0.8272	0
female	0.8272	0
female	0.8272	0
female	0.8272	0
female	0.8272	0
female	0.8272	0
female	0.8273	0
female	0.8273	0
female	0.8273	0
female	0.8273	0
female	0.8276	0
female	0.8278	0
female	0.8278	0
female	0.8278	0
female	0.8279	0
female	0.8279	0
female	0.8279	0
female	0.8279	0
female	0.8279	0
female	0.8279	0
female	0.8279	0
female	0.828	0
female	0.828	0
female	0.828	0
female	0.828	0
female	0.828	0
female	0.828	0
female	0.8281	0
female	0.8281	0
female	0.8281	0
female	0.8283	0
female	0.8283	0
female	0.8283	0
female	0.8284	0
female	0.8284	0
female	0.8284	0
female	0.8286	0
female	0.8286	0
female	0.8286	0
female	0.8286	0
female	0.8286	0
female	0.8286	0
female	0.8287	0
female	0.8287	0
female	0.8287	0
female	0.8287	0
female	0.8287	0
female	0.8289	0
female	0.8289	0
female	0.8289	0
female	0.829	0
female	0.829	0
female	0.829	0
female	0.829	0
female	0.829	0
female	0.829	0
female	0.8292	0
female	0.8292	0
female	0.8292	0
female	0.8294	0
female	0.8294	0
female	0.8294	0
female	0.8294	0
female	0.8294	0
female	0.8294	0
female	0.8298	0
female	0.8298	0
female	0.8298	0
female	0.8299	0
female	0.8299	0
female	0.8299	0
female	0.83	0
female	0.83	0
female	0.83	0
female	0.83	0
female	0.8301	0
female	0.8301	0
female	0.8301	0
female	0.8302	0
female	0.8302	0
female	0.8302	0
female	0.8302	0
female	0.8302	0
female	0.8302	0
female	0.8302	0
female	0.8303	0
female	0.8303	0
female	0.8303	0
female	0.8303	0
female	0.8303	0
female	0.8303	0
female	0.8303	0
female	0.8303	0
female	0.8304	0
female	0.8304	0
female	0.8304	0
female	0.8304	0
female	0.8305	0
female	0.8305	0
female	0.8305	0
female	0.8305	0
female	0.8305	0
female	0.8305	0
female	0.8305	0
female	0.8305	0
female	0.8305	0
female	0.8305	0
female	0.8305	0
female	0.8308	0
female	0.8308	0
female	0.8308	0
female	0.8308	0
female	0.8308	0
female	0.8308	0
female	0.8309	0
female	0.8309	0
female	0.8309	0
female	0.831	0
female	0.831	0
female	0.831	0
female	0.8312	0
female	0.8312	0
female	0.8312	0
female	0.8313	0
female	0.8313	0
female	0.8313	0
female	0.8314	0
female	0.8314	0
female	0.8314	0
female	0.8315	0
female	0.8315	0
female	0.8315	0
female	0.8316	0
female	0.8316	0
female	0.8316	0
female	0.8317	0
female	0.8317	0
female	0.8317	0
female	0.8319	0
female	0.8319	0
female	0.8319	0
female	0.8319	0
female	0.8319	0
female	0.8319	0
female	0.8319	0
female	0.8319	0
female	0.8319	0
female	0.832	0
female	0.832	0
female	0.8323	0
female	0.8323	0
female	0.8323	0
female	0.8323	0
female	0.8323	0
female	0.8323	0
female	0.8324	0
female	0.8324	0
female	0.8324	0
female	0.8324	0
female	0.8325	0
female	0.8325	0
female	0.8325	0
female	0.8328	0
female	0.8328	0
female	0.8328	0
female	0.833	0
female	0.833	0
female	0.833	0
female	0.833	0
female	0.8331	0
female	0.8332	0
female	0.8332	0
female	0.8332	0
female	0.8332	0
female	0.8332	0
female	0.8332	0
female	0.8332	0
female	0.8333	0
female	0.8333	0
female	0.8333	0
female	0.8333	0
female	0.8333	0
female	0.8333	0
female	0.8334	0
female	0.8334	0
female	0.8334	0
female	0.8337	0
female	0.8337	0
female	0.8337	0
female	0.8337	0
female	0.8337	0
female	0.8337	0
female	0.8339	0
female	0.8339	0
female	0.8339	0
female	0.8339	0
female	0.8339	0
female	0.8339	0
female	0.834	0
female	0.834	0
female	0.834	0
female	0.8342	0
female	0.8342	0
female	0.8342	0
female	0.8345	0
female	0.8345	0
female	0.8345	0
female	0.8346	0
female	0.8346	0
female	0.8346	0
female	0.8346	0
female	0.8346	0
female	0.8346	0
female	0.8347	0
female	0.8347	0
female	0.8347	0
female	0.8348	0
female	0.8348	0
female	0.8348	0
female	0.8348	0
female	0.8348	0
female	0.8348	0
female	0.8348	0
female	0.8348	0
female	0.8349	0
female	0.8349	0
female	0.8349	0
female	0.835	0
female	0.835	0
female	0.835	0
female	0.835	0
female	0.835	0
female	0.835	0
female	0.835	0
female	0.835	0
female	0.835	0
female	0.8351	0
female	0.8351	0
female	0.8351	0
female	0.8352	0
female	0.8352	0
female	0.8352	0
female	0.8352	0
female	0.8353	0
female	0.8353	0
female	0.8353	0
female	0.8354	0
female	0.8354	0
female	0.8354	0
female	0.8354	0
female	0.8354	0
female	0.8354	0
female	0.8354	0
female	0.8355	0
female	0.8355	0
female	0.8355	0
female	0.8355	0
female	0.8355	0
female	0.8356	0
female	0.8356	0
female	0.8356	0
female	0.8356	0
female	0.8356	0
female	0.8356	0
female	0.8357	0
female	0.8357	0
female	0.8357	0
female	0.8357	0
female	0.8357	0
female	0.8357	0
female	0.8358	0
female	0.8358	0
female	0.8358	0
female	0.836	0
female	0.836	0
female	0.836	0
female	0.8362	0
female	0.8362	0
female	0.8362	0
female	0.8362	0
female	0.8363	0
female	0.8363	0
female	0.8363	0
female	0.8364	0
female	0.8364	0
female	0.8364	0
female	0.8365	0
female	0.8365	0
female	0.8365	0
female	0.8367	0
female	0.8367	0
female	0.8367	0
female	0.8368	0
female	0.8368	0
female	0.8368	0
female	0.8368	0
female	0.8368	0
female	0.8368	0
female	0.8368	0
female	0.8368	0
female	0.8369	0
female	0.8371	0
female	0.8371	0
female	0.8371	0
female	0.8373	0
female	0.8373	0
female	0.8373	0
female	0.8373	0
female	0.8373	0
female	0.8373	0
female	0.8373	0
female	0.8373	0
female	0.8373	0
female	0.8374	0
female	0.8374	0
female	0.8374	0
female	0.8374	0
female	0.8374	0
female	0.8374	0
female	0.8374	0
female	0.8374	0
female	0.8374	0
female	0.8376	0
female	0.8376	0
female	0.8376	0
female	0.8376	0
female	0.8376	0
female	0.8376	0
female	0.8376	0
female	0.8376	0
female	0.8376	0
female	0.8376	0
female	0.8377	0
female	0.8377	0
female	0.8377	0
female	0.8377	0
female	0.8377	0
female	0.8377	0
female	0.8377	0
female	0.8377	0
female	0.8378	0
female	0.8378	0
female	0.8378	0
female	0.8378	0
female	0.8378	0
female	0.8378	0
female	0.8379	0
female	0.8379	0
female	0.8379	0
female	0.8379	0
female	0.8379	0
female	0.8379	0
female	0.8379	0
female	0.8379	0
female	0.838	0
female	0.838	0
female	0.8381	0
female	0.8381	0
female	0.8381	0
female	0.8381	0
female	0.8381	0
female	0.8381	0
female	0.8381	0
female	0.8381	0
female	0.8382	0
female	0.8382	0
female	0.8382	0
female	0.8383	0
female	0.8383	0
female	0.8383	0
female	0.8387	0
female	0.8387	0
female	0.8387	0
female	0.8387	0
female	0.8387	0
female	0.8387	0
female	0.8388	0
female	0.8388	0
female	0.8388	0
female	0.8388	0
female	0.8388	0
female	0.8388	0
female	0.8389	0
female	0.8389	0
female	0.839	0
female	0.839	0
female	0.839	0
female	0.839	0
female	0.839	0
female	0.8391	0
female	0.8391	0
female	0.8391	0
female	0.8392	0
female	0.8392	0
female	0.8392	0
female	0.8392	0
female	0.8392	0
female	0.8393	0
female	0.8393	0
female	0.8393	0
female	0.8394	0
female	0.8394	0
female	0.8394	0
female	0.8394	0
female	0.8394	0
female	0.8394	0
female	0.8394	0
female	0.8394	0
female	0.8394	0
female	0.8395	0
female	0.8395	0
female	0.8395	0
female	0.8396	0
female	0.8396	0
female	0.8396	0
female	0.8396	0
female	0.8396	0
female	0.8397	0
female	0.8397	0
female	0.8397	0
female	0.8398	0
female	0.8398	0
female	0.8398	0
female	0.8398	0
female	0.8398	0
female	0.8399	0
female	0.8399	0
female	0.8399	0
female	0.8399	0
female	0.8399	0
female	0.8399	0
female	0.8401	0
female	0.8401	0
female	0.8401	0
female	0.8401	0
female	0.8401	0
female	0.8401	0
female	0.8404	0
female	0.8404	0
female	0.8404	0
female	0.8404	0
female	0.8404	0
female	0.8404	0
female	0.8405	0
female	0.8405	0
female	0.8405	0
female	0.8407	0
female	0.8407	0
female	0.8407	0
female	0.8408	0
female	0.8408	0
female	0.8408	0
female	0.8409	0
female	0.8409	0
female	0.8409	0
female	0.8409	0
female	0.8409	0
female	0.8409	0
female	0.841	0
female	0.841	0
female	0.841	0
female	0.8411	0
female	0.8411	0
female	0.8411	0
female	0.8412	0
female	0.8412	0
female	0.8412	0
female	0.8412	0
female	0.8412	0
female	0.8412	0
female	0.8413	0
female	0.8413	0
female	0.8413	0
female	0.8413	0
female	0.8413	0
female	0.8414	0
female	0.8415	0
female	0.8415	0
female	0.8415	0
female	0.8415	0
female	0.8415	0
female	0.8415	0
female	0.8416	0
female	0.8416	0
female	0.8416	0
female	0.8417	0
female	0.8417	0
female	0.8417	0
female	0.8419	0
female	0.8419	0
female	0.8419	0
female	0.8419	0
female	0.8419	0
female	0.8419	0
female	0.8419	0
female	0.8419	0
female	0.8419	0
female	0.8419	0
female	0.8419	0
female	0.8419	0
female	0.842	0
female	0.842	0
female	0.842	0
female	0.842	0
female	0.842	0
female	0.842	0
female	0.842	0
female	0.8421	0
female	0.8421	0
female	0.8421	0
female	0.8421	0
female	0.8421	0
female	0.8421	0
female	0.8422	0
female	0.8422	0
female	0.8422	0
female	0.8422	0
female	0.8422	0
female	0.8422	0
female	0.8422	0
female	0.8422	0
female	0.8423	0
female	0.8423	0
female	0.8423	0
female	0.8424	0
female	0.8425	0
female	0.8425	0
female	0.8425	0
female	0.8426	0
female	0.8426	0
female	0.8426	0
female	0.8426	0
female	0.8426	0
female	0.8426	0
female	0.843	0
female	0.843	0
female	0.843	0
female	0.8432	0
female	0.8432	0
female	0.8432	0
female	0.8432	0
female	0.8432	0
female	0.8432	0
female	0.8433	0
female	0.8433	0
female	0.8433	0
female	0.8433	0
female	0.8433	0
female	0.8433	0
female	0.8433	0
female	0.8433	0
female	0.8435	0
female	0.8435	0
female	0.8435	0
female	0.8437	0
female	0.844	0
female	0.844	0
female	0.844	0
female	0.8441	0
female	0.8441	0
female	0.8441	0
female	0.8442	0
female	0.8445	0
female	0.8445	0
female	0.8447	0
female	0.8447	0
female	0.8447	0
female	0.8447	0
female	0.8447	0
female	0.8447	0
female	0.8448	0
female	0.8448	0
female	0.8448	0
female	0.8448	0
female	0.8448	0
female	0.8448	0
female	0.8448	0
female	0.8448	0
female	0.8448	0
female	0.8448	0
female	0.8448	0
female	0.8449	0
female	0.8449	0
female	0.8449	0
female	0.8451	0
female	0.8451	0
female	0.8451	0
female	0.8452	0
female	0.8452	0
female	0.8452	0
female	0.8452	0
female	0.8452	0
female	0.8453	0
female	0.8453	0
female	0.8453	0
female	0.8456	0
female	0.8456	0
female	0.8456	0
female	0.8456	0
female	0.8456	0
female	0.8456	0
female	0.8456	0
female	0.8456	0
female	0.8456	0
female	0.8456	0
female	0.8456	0
female	0.8456	0
female	0.8457	0
female	0.8457	0
female	0.8457	0
female	0.8458	0
female	0.8458	0
female	0.8458	0
female	0.8459	0
female	0.8459	0
female	0.8459	0
female	0.8459	0
female	0.8459	0
female	0.8459	0
female	0.8459	0
female	0.8459	0
female	0.8459	0
female	0.8459	0
female	0.8459	0
female	0.8459	0
female	0.8459	0
female	0.8461	0
female	0.8461	0
female	0.8461	0
female	0.8463	0
female	0.8463	0
female	0.8463	0
female	0.8463	0
female	0.8463	0
female	0.8463	0
female	0.8464	0
female	0.8465	0
female	0.8465	0
female	0.8465	0
female	0.8465	0
female	0.8465	0
female	0.8465	0
female	0.8465	0
female	0.8465	0
female	0.8465	0
female	0.8465	0
female	0.8466	0
female	0.8467	0
female	0.8467	0
female	0.8467	0
female	0.8467	0
female	0.8469	0
female	0.8469	0
female	0.8469	0
female	0.8469	0
female	0.8469	0
female	0.8469	0
female	0.8469	0
female	0.847	0
female	0.847	0
female	0.847	0
female	0.847	0
female	0.847	0
female	0.847	0
female	0.847	0
female	0.847	0
female	0.847	0
female	0.847	0
female	0.847	0
female	0.847	0
female	0.8472	0
female	0.8474	0
female	0.8474	0
female	0.8474	0
female	0.8474	0
female	0.8474	0
female	0.8474	0
female	0.8474	0
female	0.8474	0
female	0.8474	0
female	0.8475	0
female	0.8475	0
female	0.8475	0
female	0.8476	0
female	0.8476	0
female	0.8476	0
female	0.8476	0
female	0.8478	0
female	0.8478	0
female	0.8478	0
female	0.8478	0
female	0.8478	0
female	0.8478	0
female	0.8481	0
female	0.8481	0
female	0.8481	0
female	0.8481	0
female	0.8481	0
female	0.8482	0
female	0.8482	0
female	0.8482	0
female	0.8482	0
female	0.8482	0
female	0.8484	0
female	0.8484	0
female	0.8484	0
female	0.8484	0
female	0.8485	0
female	0.8485	0
female	0.8485	0
female	0.8485	0
female	0.8486	0
female	0.8486	0
female	0.8486	0
female	0.8486	0
female	0.8486	0
female	0.8486	0
female	0.8488	0
female	0.849	0
female	0.849	0
female	0.849	0
female	0.849	0
female	0.849	0
female	0.849	0
female	0.8491	0
female	0.8491	0
female	0.8491	0
female	0.8491	0
female	0.8491	0
female	0.8492	0
female	0.8492	0
female	0.8493	0
female	0.8493	0
female	0.8493	0
female	0.8493	0
female	0.8493	0
female	0.8493	0
female	0.8494	0
female	0.8494	0
female	0.8494	0
female	0.8494	0
female	0.8494	0
female	0.8494	0
female	0.8495	0
female	0.8495	0
female	0.8495	0
female	0.8496	0
female	0.8496	0
female	0.8496	0
female	0.8496	0
female	0.8496	0
female	0.8496	0
female	0.8498	0
female	0.8498	0
female	0.8498	0
female	0.8499	0
female	0.8499	0
female	0.8499	0
female	0.8499	0
female	0.8499	0
female	0.8499	0
female	0.8501	0
female	0.8501	0
female	0.8501	0
female	0.8501	0
female	0.8501	0
female	0.8501	0
female	0.8501	0
female	0.8501	0
female	0.8502	0
female	0.8502	0
female	0.8502	0
female	0.8502	0
female	0.8502	0
female	0.8503	0
female	0.8503	0
female	0.8503	0
female	0.8503	0
female	0.8503	0
female	0.8503	0
female	0.8503	0
female	0.8503	0
female	0.8503	0
female	0.8504	0
female	0.8504	0
female	0.8504	0
female	0.8505	0
female	0.8505	0
female	0.8505	0
female	0.8505	0
female	0.8505	0
female	0.8505	0
female	0.8506	0
female	0.8506	0
female	0.8506	0
female	0.8506	0
female	0.8506	0
female	0.8506	0
female	0.8506	0
female	0.8506	0
female	0.8506	0
female	0.8507	0
female	0.8507	0
female	0.8507	0
female	0.8509	0
female	0.8509	0
female	0.8509	0
female	0.8512	0
female	0.8512	0
female	0.8512	0
female	0.8512	0
female	0.8512	0
female	0.8512	0
female	0.8513	0
female	0.8513	0
female	0.8513	0
female	0.8513	0
female	0.8513	0
female	0.8513	0
female	0.8514	0
female	0.8514	0
female	0.8514	0
female	0.8514	0
female	0.8514	0
female	0.8514	0
female	0.8514	0
female	0.8514	0
female	0.8514	0
female	0.8514	0
female	0.8515	0
female	0.8515	0
female	0.8515	0
female	0.8519	0
female	0.8519	0
female	0.852	0
female	0.852	0
female	0.852	0
female	0.852	0
female	0.852	0
female	0.852	0
female	0.8521	0
female	0.8521	0
female	0.8521	0
female	0.8522	0
female	0.8522	0
female	0.8522	0
female	0.8522	0
female	0.8522	0
female	0.8522	0
female	0.8523	0
female	0.8523	0
female	0.8523	0
female	0.8524	0
female	0.8524	0
female	0.8524	0
female	0.8524	0
female	0.8524	0
female	0.8524	0
female	0.8526	0
female	0.8526	0
female	0.8526	0
female	0.8526	0
female	0.8527	0
female	0.8527	0
female	0.8527	0
female	0.8527	0
female	0.8527	0
female	0.8527	0
female	0.8529	0
female	0.8529	0
female	0.8529	0
female	0.8529	0
female	0.8529	0
female	0.8529	0
female	0.853	0
female	0.853	0
female	0.853	0
female	0.853	0
female	0.853	0
female	0.853	0
female	0.8532	0
female	0.8532	0
female	0.8532	0
female	0.8532	0
female	0.8532	0
female	0.8533	0
female	0.8533	0
female	0.8533	0
female	0.8536	0
female	0.8536	0
female	0.8536	0
female	0.8536	0
female	0.8536	0
female	0.8536	0
female	0.8537	0
female	0.8537	0
female	0.8537	0
female	0.8538	0
female	0.8538	0
female	0.8538	0
female	0.854	0
female	0.854	0
female	0.854	0
female	0.854	0
female	0.854	0
female	0.854	0
female	0.854	0
female	0.854	0
female	0.8541	0
female	0.8541	0
female	0.8543	0
female	0.8543	0
female	0.8543	0
female	0.8543	0
female	0.8544	0
female	0.8544	0
female	0.8544	0
female	0.8544	0
female	0.8544	0
female	0.8544	0
female	0.8545	0
female	0.8545	0
female	0.8545	0
female	0.8546	0
female	0.8547	0
female	0.8547	0
female	0.8547	0
female	0.8547	0
female	0.8547	0
female	0.8547	0
female	0.8549	0
female	0.8549	0
female	0.8549	0
female	0.8549	0
female	0.8549	0
female	0.8549	0
female	0.8549	0
female	0.8549	0
female	0.8549	0
female	0.8554	0
female	0.8554	0
female	0.8554	0
female	0.8554	0
female	0.8554	0
female	0.8556	0
female	0.8556	0
female	0.8556	0
female	0.8556	0
female	0.8556	0
female	0.8557	0
female	0.8557	0
female	0.8557	0
female	0.8558	0
female	0.8558	0
female	0.8558	0
female	0.8559	0
female	0.8559	0
female	0.8559	0
female	0.856	0
female	0.856	0
female	0.856	0
female	0.8561	0
female	0.8561	0
female	0.8561	0
female	0.8562	0
female	0.8562	0
female	0.8562	0
female	0.8562	0
female	0.8562	0
female	0.8562	0
female	0.8562	0
female	0.8562	0
female	0.8562	0
female	0.8562	0
female	0.8562	0
female	0.8564	0
female	0.8564	0
female	0.8564	0
female	0.8566	0
female	0.8566	0
female	0.8566	0
female	0.8566	0
female	0.8566	0
female	0.8566	0
female	0.8566	0
female	0.8566	0
female	0.8566	0
female	0.8568	0
female	0.8568	0
female	0.8568	0
female	0.8568	0
female	0.8569	0
female	0.8569	0
female	0.8569	0
female	0.8569	0
female	0.8569	0
female	0.8569	0
female	0.8571	0
female	0.8571	0
female	0.8571	0
female	0.8572	0
female	0.8572	0
female	0.8572	0
female	0.8575	0
female	0.8575	0
female	0.8576	0
female	0.8576	0
female	0.8576	0
female	0.8577	0
female	0.8577	0
female	0.8577	0
female	0.8577	0
female	0.8577	0
female	0.8577	0
female	0.8577	0
female	0.8577	0
female	0.8577	0
female	0.8579	0
female	0.8579	0
female	0.8579	0
female	0.8581	0
female	0.8581	0
female	0.8581	0
female	0.8581	0
female	0.8581	0
female	0.8581	0
female	0.8582	0
female	0.8582	0
female	0.8582	0
female	0.8583	0
female	0.8583	0
female	0.8583	0
female	0.8584	0
female	0.8584	0
female	0.8584	0
female	0.8584	0
female	0.8585	0
female	0.8585	0
female	0.8585	0
female	0.8585	0
female	0.8585	0
female	0.8586	0
female	0.8586	0
female	0.8586	0
female	0.8587	0
female	0.8587	0
female	0.8587	0
female	0.8587	0
female	0.8587	0
female	0.8587	0
female	0.8588	0
female	0.8588	0
female	0.8588	0
female	0.8588	0
female	0.8591	0
female	0.8592	0
female	0.8592	0
female	0.8592	0
female	0.8592	0
female	0.8592	0
female	0.8592	0
female	0.8593	0
female	0.8594	0
female	0.8594	0
female	0.8594	0
female	0.8594	0
female	0.8594	0
female	0.8594	0
female	0.8595	0
female	0.8595	0
female	0.8595	0
female	0.8595	0
